park_id,osm_type,osm_id,name,latitude,longitude,state,addr:housenumber,addr:street,addr:city,addr:postcode,website,phone,email,tourism,source_primary,brand,operator,operator_brand,operator_company,operator_source_url,source_secondary,nsw_parcels_count,nsw_parcel_ids,nsw_area_sum_sqm,notes,land_parcel_ids,land_area_sqm,land_area_source,nsw_checked,qld_parcels_count,qld_checked,category,confidence,needs_review,date_collected_utc
osm:node:1811205628,node,1811205628.0,12 Mile Dam Rest Area,-23.6560579,144.5086907,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,19PD21;BAP8713;DAP8713;CAP8713;AAP12236,14408070.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:way:1047545460,way,1047545460.0,All the Rivers Run Caravan Park,-35.9885522,144.5088561,VIC,,,,,http://www.alltheriversrun.com.au/,,,caravan_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:way:1189586985,way,1189586985.0,Ilfracombe Van Park,-23.4903446,144.5093734,QLD,,,,,https://ilfracombecaravanpark.com.au/,+61 7 4658 1510,,camp_site,osm_overpass,,,,,,,0,,,,8SP340155;50PD135;2RP601305;301SP108273;601I4173;603I4173;2RP882317;604I4173;2RP603749;608I4173;1RP603749;607I4173;1RP601304;1RP882317;901I4173;1RP619391;2RP619391;903I4173;904I4173;261SP108272,3640534.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:way:158472469,way,158472469.0,Ocean Grove Holiday Park,-38.2596581,144.5096509,VIC,,,,,http://www.oghp.com.au/,,,motel,osm_overpass,,,,,,,0,,,,,,,0,0,0,unknown,0.6,1,2025-09-12T11:05:04.539964
osm:node:7940967729,node,7940967729.0,Ourimperee Waterhole,-28.8831775,144.5108335,QLD,,,,,https://parks.des.qld.gov.au/parks/currawinya/camping/ourimperee-waterhole,,,camp_site,osm_overpass,,,,,,,0,,,,23NPW450,1510000000.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:way:77967048,way,77967048.0,Riverview Family Caravan Park,-38.2703871,144.5114903,VIC,,Barwon Heads Road,Ocean Grove,,,+61 3 5256 1600,,caravan_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:node:1811180110,node,1811180110.0,Kallara Station,-30.89083,144.51528,NSW,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,nsw_area_error:RetryError[<Future at 0x109007650 state=finished raised ConnectionError>],,,,1,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:1811164662,node,1811164662.0,Chillagoe Rodeo Grounds,-17.15806,144.51611,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,15LD29;237C5041;236C5041;235C5041;234C5041;233C5041;220C5041;221MPH40964;222C5041;223C5041;58SP233811;59SP233811,654188.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:6050151447,node,6050151447.0,,-17.1523788,144.5222149,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,815C5041;2RP700265;1RP700266;67C5041;813C5041;22RP745682;68C5041;21RP745682;69C5041;811C5041;20RP745680;19RP745680;71C5041;807C5041;808C5041;8C5048;15AP17228;1MPH34353;1MPH24977;24LD105;50SP139184;6SP172680;19SP118901;804C5041;803C5041;802C5041;801C5041;816C5041;817C5041;818C5041,102079.0,qld_dcdb,0,0,1,camp,0.6,1,2025-09-12T11:05:04.539964
osm:node:2423741978,node,2423741978.0,Chillagoe Tourist Village,-17.1558609,144.5246373,QLD,,,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,912C5041;911C5041;33C5041;34C5041;96C5041;112C5041;46SP297333;43C5041;95C5041;92C5041;93C5041;94C5041;21C50420;14C50419;1RP731897;110C5041;111C5041;114SP145566;31MPH40965;32MPH40965;1MPH40935,42686.0,qld_dcdb,0,0,1,built_community,0.6,0,2025-09-12T11:05:04.539964
osm:node:2423730422,node,2423730422.0,Eco Park and Observatory,-17.1487873,144.5276199,QLD,,,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,1MPH33253;1SP217246;21LD92;1MPH14308;717SP217246;3SP150971;3SP150971,4160045753.0,qld_dcdb,0,0,1,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:node:6050151316,node,6050151316.0,Chillagoe Observatory & Eco Lodge,-17.1483072,144.5278093,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,1MPH33253;4MPH14308;1SP217246;1MPH14308;717SP217246;3SP150971;3SP150971,4160012157.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:1906375597,node,1906375597.0,Knowsley Rest Area,-36.8939041,144.5293176,VIC,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:1808392213,node,1808392213.0,Woodend Town Park,-37.35389,144.52944,VIC,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:1811159309,node,1811159309.0,Ang-Ganrra Aboriginal Community,-15.65028,144.53389,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,70SP136887;70SP136887,21480000.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:way:1235097001,way,1235097001.0,Lockington Travellers Rest,-36.2701858,144.5345468,VIC,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
osm:way:943380455,way,943380455.0,Muttaburra Freedom Park,-22.595687,144.5389723,QLD,,,,,,,,camp_site,osm_overpass,,Barcaldine Regional Council,,,,,0,,,,40SP309924,524400.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:way:172606176,way,172606176.0,Lakeshore Caravan Park,-36.8559025,144.5389837,VIC,,,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:node:1811190945,node,1811190945.0,Oasis Roadhouse,-18.8802444,144.5439449,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,1CD25;8CD838292;4SP348502;1SP348502,422439880.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:2696259714,node,2696259714.0,Metcalf Pool Holiday Park,-36.9363094,144.5461976,VIC,,,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:node:1811190566,node,1811190566.0,Newstead Creek Rest Area,-23.5035003,144.5488376,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,3SP152772,20200000.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:1811189710,node,1811189710.0,Muttaburra Caravan Park,-22.5935692,144.5520564,QLD,,Mary Street,,4732.0,,,,camp_site,osm_overpass,,,,,,,0,,,,11M20414;12M20414;815CM161;13M20414;3CM163;2CM163;9CM163;906CM163;907CM163;908CM163;807CM161;2RP605180;711CM161;4CM163;1CM163;1RP605180;8CM163;7CM163;2RP605179;1RP605179,63739.0,qld_dcdb,0,0,1,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:way:488980298,way,488980298.0,Muttaburra Caravan Park,-22.5935267,144.5521342,QLD,,,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,11M20414;12M20414;815CM161;13M20414;3CM163;2CM163;9CM163;906CM163;907CM163;908CM163;807CM161;2RP605180;711CM161;4CM163;1CM163;1RP605180;8CM163;7CM163;2RP605179,61716.0,qld_dcdb,0,0,1,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:way:142107316,way,142107316.0,Collendina Caravan Park,-38.2714392,144.5566024,VIC,,,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:way:60263233,way,60263233.0,Macedon Family Caravan Park,-37.4289445,144.5591316,VIC,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:node:1808393107,node,1808393107.0,English's Bridge,-36.6246577,144.5605989,VIC,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:1808391827,node,1808391827.0,English's Bridge,-36.62139,144.56111,VIC,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:8735064863,node,8735064863.0,Pump Hole,-22.5827613,144.5655008,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,1PL73;17CM174;4C2286,154855160.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:way:85475006,way,85475006.0,Big4 Bellarine,-38.2365403,144.5657871,VIC,1801,Bellarine Highway,Marcus Hill,3222.0,http://bellarine-holiday-park.vic.big4.com.au/,+61 3 5251 5744,info@big4bellarine.com.au,caravan_site,osm_overpass,Big 4 Holiday Parks,,BIG4,BIG4 Holiday Parks,http://bellarine-holiday-park.vic.big4.com.au/,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:node:1811197637,node,1811197637.0,The Broadwater,-22.66083,144.56833,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,18CM137,6500000.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:832509814,node,832509814.0,Undara Experience,-18.2003845,144.5709014,QLD,,,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,4SP287789,10270000.0,qld_dcdb,0,0,1,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:node:832509802,node,832509802.0,Undara Experience,-18.2012935,144.5708731,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,4SP287789,10270000.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:3727066965,node,3727066965.0,Welcome Waterhole Camping Area,-15.2551626,144.5930479,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,10SP208286;010SP208286,10880000000.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:way:172606180,way,172606180.0,Moorabbee Lodge Caravan Park,-36.8754795,144.5948861,VIC,,,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:node:1811192786,node,1811192786.0,Prairie Hotel,-20.8705223,144.5999532,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,102P4651;1RP745477;2RP745477;104P4651;105P4651;1RP726606;2RP726606;6RP745546;2RP707839;18SP113924;204P4653;302P4651;301P4651;7P4659,108217.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:12167193460,node,12167193460.0,Adavale Hall,-25.9085427,144.5999676,QLD,,,,,,,,camp_site,osm_overpass,,Quilpie Shire Council,,,,,0,,,,705A2451;21A2453;501A2451;22A2453;507A2451;509A2451;502A2451;508A2451;807A2451;706A2451;707A2451;704A2451;810A2451;1RP110632;35A2453;801A2451;510A2451;23A2453;809A2451;802A2451;808A2451;803A2451;804A2451,46226.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:1808391918,node,1808391918.0,Knowsley Rest Area,-36.83944,144.60194,VIC,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:10778743915,node,10778743915.0,,-36.7857088,144.6056961,VIC,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,camp,0.6,1,2025-09-12T11:05:04.539964
osm:node:3727066960,node,3727066960.0,Horseshoe Lagoon Camping Area,-15.2836976,144.6096488,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,10SP208286;010SP208286,10880000000.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:12169824614,node,12169824614.0,,-25.9088028,144.6163102,QLD,,,,,,,,camp_site,osm_overpass,,Quilpie Shire Council,,,,,0,,,,4A2452;5A2452;36MCK5320,165920.0,qld_dcdb,0,0,1,camp,0.6,1,2025-09-12T11:05:04.539964
osm:node:2915666106,node,2915666106.0,Ninian Bay Camping Area,-14.3621961,144.6171359,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,4SP252501;04SP252501,3400000000.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:way:197077459,way,197077459.0,Queenscliff Tourist Park,-38.2776463,144.6176301,VIC,,,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:way:189986728,way,189986728.0,Beacon Resort Caravan Park,-38.2708064,144.6238673,VIC,,,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:node:1808392091,node,1808392091.0,Runnymede Highway Park,-36.5224704,144.6242882,VIC,,,,,,,,camp_site,osm_overpass,,Parks Victoria,,,,,0,,,,,,,0,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:8417539065,node,8417539065.0,Bulla Park Rest Area,-31.5583014,144.6261021,NSW,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,nsw_area_error:RetryError[<Future at 0x1094f5050 state=finished raised ConnectionError>],,,,1,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
osm:way:189986748,way,189986748.0,The Springs Queenscliff Caravan Park,-38.2716822,144.6265919,VIC,,,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:way:992085861,way,992085861.0,Yowah Rest Area,-27.9670555,144.6328271,QLD,,,,,,,,camp_site,osm_overpass,,Paroo Shire Council,,,,,0,,,,38MPH40328;1MPH34975;37MPH40328;36MPH40328;10WN143;87MPH40882;1MPH34473;16MPH40328;52CP854494;1CP841119;138WN813736;3SP269719;11CP841119;1SP269719;85MPH40882;17MPH40328;12CP841119;2CP841119;2SP104601;4SP269719;6SP269719,660495.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:9166218194,node,9166218194.0,Artesian Waters Caravan Park,-27.9712813,144.6378646,QLD,1,Bluebonnet Boulevarde,Yowah,4490.0,,+61 7 4655 4991,,motel,osm_overpass,,,,,,,0,,,,10MPH40328;7SP269719;5SP104613;2MPH33713;21MPH40328;8WN839508;25MPH40328;26MPH40328;18MPH40328;1MPH33713;1SP104613;9MPH40328;6SP269719;1SP106788;4SP104613;3SP104613;20MPH40328;60CP862923;22MPH40328;2SP104613;23MPH40328;6MPH40328;1MPH32162;19MPH40328,87179.0,qld_dcdb,0,0,1,unknown,0.6,1,2025-09-12T11:05:04.539964
osm:way:992085873,way,992085873.0,Artesian Waters Caravan Park,-27.9708694,144.6381141,QLD,1,Bluebonnet Boulevarde,Yowah,4490.0,,+61 7 4655 4991,,camp_site,osm_overpass,,Yowah General Store,,,,,0,,,,10MPH40328;77MPH32156;2MPH33713;63MPH40477;21MPH40328;1MPH33940;8WN839508;25MPH40328;26MPH40328;18MPH40328;78MPH32156;27MPH40328;1MPH33713;9MPH40328;11MPH40328;29MPH40328;76MPH32156;28MPH40328;6SP269719;20MPH40328;60CP862923;22MPH40328;23MPH40328;75MPH32156;6MPH40328;1MPH32162;19MPH40328,57811.0,qld_dcdb,0,0,1,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:way:100583973,way,100583973.0,Portarlington Caravan Park,-38.1106188,144.6399886,VIC,,,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:node:1811181506,node,1811181506.0,Kooroorinya Falls Basalt Wall Nature Reserve,-21.36778,144.64028,QLD,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,1UD67,2517140.0,qld_dcdb,0,0,1,camp,0.6,0,2025-09-12T11:05:04.539964
osm:way:231404596,way,231404596.0,Swan Bay Holiday Park,-38.2243567,144.6511578,VIC,,,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:way:1279868290,way,1279868290.0,Victoria Park Campground,-38.2711475,144.6566837,VIC,,,,,https://www.queenscliffe.vic.gov.au/Things-to-do/Tourist-parks/Locations/Victoria-Park,,,camp_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
osm:way:189986744,way,189986744.0,Queenscliff Recreational Reserve Caravan Park,-38.2724971,144.6569182,VIC,134,Hesse Street,,,https://www.queenscliffe.vic.gov.au/Things-to-do/Tourist-parks,+61 3 5258 1765,,caravan_site,osm_overpass,,Borough of Queenscliffe,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
